tag,device,dtype,raw_min,raw_max,eng_min,eng_max,desc
SV_PDIT401_HISET,%MW1240,WORD,0.0,16000.0,0.0,300.0,BF: PDIT-401 HIGH SET
SV_PDIT401_HHSET,%MW1241,WORD,0.0,16000.0,0.0,300.0,BF: PDIT-401 H.HIGH SET
SV_TE302_HHSET,%MW1242,WORD,0.0,1.0,0.0,1200.0,BF: TE-302 H.HIGH SET
SV_TE302_1STSET,%MW1243,WORD,0.0,1.0,0.0,1200.0,BF: TE-302 1'ST SHUTDOWN SET
SV_TE302_2NDSET,%MW1244,WORD,0.0,1.0,0.0,1200.0,BF: TE-302 2'ND SHUTDOWN SET
BF_TMPDLYSET,%MW1245,WORD,0.0,1.0,0.0,1200.0,BF 온도 도달후 대기시간설정
BF_PDCLSDLYSET,%MW1246,WORD,0.0,1.0,0.0,1200.0,BF PD CLOSE후 대기시간설정
V311AB_LOOPSET,%MW1249,WORD,0.0,1.0,0.0,300.0,V311AB 반복주기 시간설정
V311AB_LOOPPV,%MW1250,WORD,0.0,1.0,0.0,300.0,V311AB 반복주기 경과시간
V311AB_ONSET,%MW1251,WORD,0.0,1.0,0.0,1200.0,V311AB 가동시간 시간설정
V402AB_LOOPSET,%MW1252,WORD,0.0,1.0,0.0,300.0,V402AB 반복주기 시간설정
V402AB_LOOPPV,%MW1253,WORD,0.0,1.0,0.0,300.0,V402AB 반복주기 경과시간
V402AB_ONSET,%MW1254,WORD,0.0,1.0,0.0,1200.0,V402AB 가동시간 시간설정
V424AB_LOOPSET,%MW1255,WORD,0.0,1.0,0.0,300.0,V424AB 반복주기 시간설정
V424AB_LOOPPV,%MW1256,WORD,0.0,1.0,0.0,300.0,V424AB 반복주기 경과시간
V424AB_ONSET,%MW1257,WORD,0.0,1.0,0.0,1200.0,V424AB 가동시간 시간설정
V429AH_LOOPSET,%MW1258,WORD,0.0,1.0,0.0,300.0,V429AH 반복주기 시간설정
V429AH_LOOPPV,%MW1259,WORD,0.0,1.0,0.0,300.0,V429AH 반복주기 경과시간
V429AH_INTV_SET,%MW1260,WORD,0.0,1.0,0.0,1200.0,V429AH 호기별대기 시간설정
V429AH_ONSET,%MW1261,WORD,0.0,1.0,0.0,1200.0,V429AH 가동시간 시간설정
C101_HZ_SETPV,%MW1262,DWORD,0.0,16000.0,0.0,60.0,nan
SV_C103_ONSET,%MW1263,DWORD,0.0,300.0,0.0,300.0,C103 가동시간 시간설정
C103_ONPV,%MW1264,DWORD,0.0,300.0,0.0,300.0,C103 가동 경과 시간
NV216_WTS,%MW1265,DWORD,0.0,300.0,0.0,300.0,램피더 대기시간 설정
NV216_WTPV,%MW1266,DWORD,0.0,300.0,0.0,300.0,램피더 대기시간 경과
NV215_WTS,%MW1267,DWORD,0.0,300.0,0.0,300.0,화상피더 대기시간 설정
NV215_WTPV,%MW1268,DWORD,0.0,300.0,0.0,300.0,화상피더 대기시간 경과
TROLLEY_COUNT,%MW1270,DWORD,0.0,20.0,0.0,20.0,nan
WEIGHTING_COUNT,%MW1271,DWORD,0.0,9999.0,0.0,9999.0,투입장치 계량횟수
WEIGHTING_TOTCNT,%MW1272,DWORD,0.0,32767.0,0.0,32767.0,투입장치 충투입 계량횟수
CV_TCV402_1,%MW1273,WORD,0.0,16000.0,0.0,100.0,공정수공급 조절밸브 제어출력(CS)
V405AC_ONSET,%MW1274,WORD,0.0,1.0,0.0,1200.0,V405AC 가동시간 시간설정
V405AC_INTV_SET,%MW1275,WORD,0.0,1.0,0.0,1200.0,V405AC 호기별대기 시간설정
V405AC_LOOPSET,%MW1276,WORD,0.0,1.0,0.0,300.0,V405AC 반복주기 시간설정 OV429AH_LOOPSET
V405AC_LOOPPV,%MW1277,WORD,0.0,1.0,0.0,300.0,V405AC 반복주기 경과시간
T_FIQ301_LOW,%MW1280,WORD,0.0,1.0,0.0,999999.0,보일러급수유량합계-LOW
T_FIQ301_HIGH,%MW1281,WORD,0.0,1.0,0.0,999999.0,보일러급수유량합계-HIGH
T_FIQ601_LOW,%MW1282,WORD,0.0,1.0,0.0,999999.0,경유공급유량합계-LOW
T_FIQ601_HIGH,%MW1283,WORD,0.0,1.0,0.0,999999.0,경유공급유량합계-HIGH
C201HZ_SETPV,%MW1291,WORD,0.0,16000.0,0.0,60.0,야간투입콘베어 인버터 SET 주파수
SV_PT402_HH,%MW1293,WORD,0.0,16000.0,0.0,10.0,소석회압력 H.HIGH SET
SV_PT402_H,%MW1294,WORD,0.0,16000.0,0.0,10.0,소석회압력 HIGH SET
SV_PT402_L,%MW1295,WORD,0.0,16000.0,0.0,10.0,소석회압력 LOW SET
SV_PT402_LL,%MW1296,WORD,0.0,16000.0,0.0,10.0,소석회압력 L.LOW SET
RV403AD_RUNSET,%MW1300,WORD,0.0,1.0,0.0,300.0,RV-403AD 가동 시간설정
SV_PT322_HH,%MW1310,WORD,0.0,16000.0,0.0,10.0,탈기기 압력 H.HIGH SET
SV_PT322_H,%MW1311,WORD,0.0,16000.0,0.0,10.0,탈기기 압력 HIGH SET
SV_PT322_L,%MW1312,WORD,0.0,16000.0,0.0,10.0,탈기기 압력 LOW SET
SV_PT322_LL,%MW1313,WORD,0.0,16000.0,0.0,10.0,탈기기 압력 L.LOW SET
SV_LT322_HH,%MW1314,WORD,0.0,16000.0,0.0,100.0,탈기기 수위 H.HIGH SET
SV_LT322_H,%MW1315,WORD,0.0,16000.0,0.0,100.0,탈기기 수위 HIGH SET
SV_LT322_L,%MW1316,WORD,0.0,16000.0,0.0,100.0,탈기기 수위 LOW SET
SV_LT322_LL,%MW1317,WORD,0.0,16000.0,0.0,100.0,탈기기 수위 L.LOW SET
SV_TE322_HH,%MW1320,WORD,0.0,16000.0,0.0,500.0,탈기기 온도 H.HIGH SET
SV_TE322_H,%MW1321,WORD,0.0,16000.0,0.0,500.0,탈기기 온도 HIGH SET
SV_TE322_L,%MW1322,WORD,0.0,16000.0,0.0,500.0,탈기기 온도 LOW SET
SV_TE322_LL,%MW1323,WORD,0.0,16000.0,0.0,500.0,탈기기 온도 L.LOW SET
SV_TE401_HH,%MW1324,WORD,0.0,16000.0,0.0,500.0,반건식반응탑 호퍼온도 H.HIGH SET
SV_TE401_H,%MW1325,WORD,0.0,16000.0,0.0,500.0,반건식반응탑 호퍼온도 HIGH SET
SV_TE401_L,%MW1326,WORD,0.0,16000.0,0.0,500.0,반건식반응탑 호퍼온도 LOW SET
SV_TE401_LL,%MW1327,WORD,0.0,16000.0,0.0,500.0,반건식반응탑 호퍼온도 L.LOW SET
SV_PT403_HH,%MW1330,WORD,0.0,16000.0,0.0,10.0,SDR 상부 에어압력 H.HIGH SET
SV_PT403_H,%MW1331,WORD,0.0,16000.0,0.0,10.0,SDR 상부 에어압력 HIGH SET
SV_PT403_L,%MW1332,WORD,0.0,16000.0,0.0,10.0,SDR 상부 에어압력 LOW SET
SV_PT403_LL,%MW1333,WORD,0.0,16000.0,0.0,10.0,SDR 상부 에어압력 L.LOW SET
TROLLEY_DTM,%MW1340,WORD,0.0,1.0,0.0,300.0,TROLLEY_DTM 시간설정
TROLLEY_DTM_PV,%MW1341,WORD,0.0,1.0,0.0,300.0,TROLLEY_DTM 경과시간
AT_C208_DTM,%MW1342,WORD,0.0,1.0,0.0,600.0,AT_C208 DTM 시간설정
AT_C208_DTM_PV,%MW1343,WORD,0.0,1.0,0.0,600.0,AT_C208_DTM 경과시간
AT_교번투입_CNT,%MW1344,WORD,0.0,1.0,0.0,600.0,AT_교번투입 설정횟수
AT_교번투입_PV,%MW1345,WORD,0.0,1.0,0.0,600.0,AT_교번투입 경과횟수
BT_교번투입_CNT,%MW1346,WORD,0.0,1.0,0.0,600.0,BT_교번투입 설정횟수
BT_교번투입_PV,%MW1347,WORD,0.0,1.0,0.0,600.0,BT_교번투입 경과횟수
PP319_OTM,%MW1350,WORD,0.0,1.0,0.0,3000.0,PP319_OTM 시간설정
PP320_OTM_PV,%MW1351,WORD,0.0,1.0,0.0,3000.0,PP319_OTM_PV 경과시간
PP319_DTM,%MW1352,WORD,0.0,1.0,0.0,3000.0,PP319_DTM 시간설정
PP319_DTM_PV,%MW1353,WORD,0.0,1.0,0.0,3000.0,PP319_DTM_PV 경과시간
CUR_C208_HH,%MW1360,WORD,0.0,16000.0,0.0,20.0,재배출콘베어 전류
CUR_C208_H,%MW1361,WORD,0.0,16000.0,0.0,20.0,재배출콘베어 전류
MV313_OTM_SET,%MW1370,WORD,0.0,1.0,0.0,1000.0,상부 블로우다운밸브 가동시간설정
MV313_DTM_SET,%MW1371,WORD,0.0,1.0,0.0,30000.0,상부 블로우다운밸브 주기시간설정
MV313_OTM_PV,%MW1372,WORD,0.0,1.0,0.0,1000.0,상부 블로우다운밸브 가동 경과시간
MV313_DTM_PV,%MW1373,WORD,0.0,1.0,0.0,30000.0,상부 블로우다운밸브 대기 경과시간
TMS_TEMP_HISET,%MW1510,WORD,0.0,16000.0,0.0,300.0,TMS STACK 온도
SV_LT701_HH,%MW1520,WORD,0.0,16000.0,0.0,100.0,공정수-1 수위 H.HIGH SET
SV_LT701_H,%MW1521,WORD,0.0,16000.0,0.0,100.0,공정수-1 수위 HIGH SET
SV_LT701_L,%MW1522,WORD,0.0,16000.0,0.0,100.0,공정수-1 수위 LOW SET
SV_LT701_LL,%MW1523,WORD,0.0,16000.0,0.0,100.0,공정수-1 수위 L.LOW SET
SV_LT702_HH,%MW1524,WORD,0.0,16000.0,0.0,100.0,공정수-2 수위 H.HIGH SET
SV_LT702_H,%MW1525,WORD,0.0,16000.0,0.0,100.0,공정수-2 수위 HIGH SET
SV_LT702_L,%MW1526,WORD,0.0,16000.0,0.0,100.0,공정수-2 수위 LOW SET
SV_LT702_LL,%MW1527,WORD,0.0,16000.0,0.0,100.0,공정수-2 수위 L.LOW SET
LT318_HH,%MW1530,WORD,0.0,16000.0,0.0,100.0,nan
LT318_H,%MW1531,WORD,0.0,16000.0,0.0,100.0,nan
LT318_L,%MW1532,WORD,0.0,16000.0,0.0,100.0,nan
LT318_LL,%MW1533,WORD,0.0,16000.0,0.0,100.0,nan
SV_P802A,%MW1711,WORD,0.0,16000.0,0.0,200.0,요소수펌프-A 제어출력 S.P(NOX)
MV_P802A,%MW1712,WORD,0.0,16000.0,0.0,60.0,요소수펌프-A 제어출력 MAN OUT
MVHI_P802A,%MW1713,WORD,0.0,16000.0,0.0,60.0,요소수펌프-A 제어출력 조작값 상한
MVLO_P802A,%MW1714,WORD,0.0,16000.0,0.0,60.0,요소수펌프-A 제어출력 조작값 하한
P_P802A,%MW1715,WORD,0.0,10000.0,0.0,10000.0,요소수펌프-A 제어출력 PID-P
I_P802A,%MW1716,WORD,0.0,30000.0,0.0,30000.0,요소수펌프-A 제어출력 PID-I
D_P802A,%MW1717,WORD,0.0,30000.0,0.0,30000.0,요소수펌프-A 제어출력 PID-D
SV_P802B,%MW1721,WORD,0.0,16000.0,0.0,200.0,요소수펌프-B 제어출력 S.P(NOX)
MV_P802B,%MW1722,WORD,0.0,16000.0,0.0,60.0,요소수펌프-B 제어출력 MAN OUT
MVHI_P802B,%MW1723,WORD,0.0,16000.0,0.0,60.0,요소수펌프-B 제어출력 조작값 상한
MVLO_P802B,%MW1724,WORD,0.0,16000.0,0.0,60.0,요소수펌프-B 제어출력 조작값 하한
P_P802B,%MW1725,WORD,0.0,10000.0,0.0,10000.0,요소수펌프-B 제어출력 PID-P
I_P802B,%MW1726,WORD,0.0,30000.0,0.0,30000.0,요소수펌프-B 제어출력 PID-I
D_P802B,%MW1727,WORD,0.0,30000.0,0.0,30000.0,요소수펌프-B 제어출력 PID-D
SV_P317A,%MW1731,WORD,0.0,16000.0,0.0,200.0,보일러급수펌프-A 제어출력 S.P(LT301)
MV_P317A,%MW1732,WORD,0.0,16000.0,0.0,60.0,보일러급수펌프-A 제어출력 MAN OUT
MVHI_P317A,%MW1733,WORD,0.0,16000.0,0.0,60.0,보일러급수펌프-A 제어출력 조작값 상한
MVLO_P317A,%MW1734,WORD,0.0,16000.0,0.0,60.0,보일러급수펌프-A 제어출력 조작값 하한
P_P317A,%MW1735,WORD,0.0,10000.0,0.0,10000.0,보일러급수펌프-A 제어출력 PID-P
I_P317A,%MW1736,WORD,0.0,30000.0,0.0,30000.0,보일러급수펌프-A 제어출력 PID-I
D_P317A,%MW1737,WORD,0.0,30000.0,0.0,30000.0,보일러급수펌프-A 제어출력 PID-D
SV_P317B,%MW1741,WORD,0.0,16000.0,0.0,200.0,보일러급수펌프-B 제어출력 S.P(LT301)
MV_P317B,%MW1742,WORD,0.0,16000.0,0.0,60.0,보일러급수펌프-B 제어출력 MAN OUT
MVHI_P317B,%MW1743,WORD,0.0,16000.0,0.0,60.0,보일러급수펌프-B 제어출력 조작값 상한
MVLO_P317B,%MW1744,WORD,0.0,16000.0,0.0,60.0,보일러급수펌프-B 제어출력 조작값 하한
P_P317B,%MW1745,WORD,0.0,10000.0,0.0,10000.0,보일러급수펌프-B 제어출력 PID-P
I_P317B,%MW1746,WORD,0.0,30000.0,0.0,30000.0,보일러급수펌프-B 제어출력 PID-I
D_P317B,%MW1747,WORD,0.0,30000.0,0.0,30000.0,보일러급수펌프-B 제어출력 PID-D
